60
0 98 42 95 45 39 16 13 22 17 97 5 52 10 46 62 68 87 92 17 53 76 30 55 14 51 8 10 44 12 81 32 37 57 82 66 72 65 41 8 97 35 6 83 93 4 49 11 19 33 31 15 20 68 94 41 17 24 66 80 
98 0 87 61 71 49 21 28 84 95 73 32 15 51 14 62 24 72 61 48 95 79 88 86 70 69 17 0 50 88 60 16 46 97 7 52 24 54 67 99 90 47 60 24 96 61 59 25 82 66 67 99 59 77 41 44 30 81 0 48 
42 87 0 80 74 62 65 46 8 73 5 99 95 85 30 40 25 94 87 50 12 86 49 56 92 8 84 34 97 53 21 51 88 47 53 31 91 61 78 18 84 46 60 62 27 61 15 42 92 13 28 34 40 49 79 43 85 41 29 87 
95 61 80 0 97 82 5 86 64 16 59 28 61 38 91 56 44 48 46 79 54 25 22 43 21 28 4 14 21 88 18 41 82 8 64 97 93 62 20 89 21 10 44 16 8 9 9 94 71 13 59 27 34 81 38 99 84 80 31 70 
45 71 74 97 0 91 65 4 98 14 54 4 44 54 92 37 97 74 47 77 7 35 93 78 98 87 58 37 45 45 27 16 73 58 59 23 49 15 30 38 43 62 95 14 72 14 45 61 43 92 66 64 79 27 28 38 92 25 90 59 
39 49 62 82 91 0 67 74 6 75 32 80 40 89 66 90 66 49 38 86 29 59 54 0 66 2 30 40 16 12 3 82 46 91 73 66 46 31 78 71 22 68 76 84 74 31 70 46 61 26 67 47 90 11 29 4 84 90 32 9 
16 21 65 5 65 67 0 50 40 49 44 73 52 62 41 12 8 42 81 6 67 56 32 80 59 94 10 29 39 30 66 92 75 99 45 63 39 55 61 62 67 8 31 67 22 15 35 52 20 27 84 1 19 81 81 70 90 23 46 48 
13 28 46 86 4 74 50 0 40 8 99 6 18 31 61 41 71 85 39 55 23 39 91 12 40 72 76 32 93 26 54 9 24 57 23 15 2 90 85 70 30 66 36 71 37 24 61 17 13 49 30 41 43 48 48 8 64 64 25 50 
22 84 8 64 98 6 40 40 0 82 58 1 31 92 81 88 42 49 21 51 80 61 55 84 87 20 69 67 8 35 79 69 74 74 40 96 80 70 1 20 9 7 19 66 91 21 28 44 49 54 59 49 64 72 15 46 83 54 31 58 
17 95 73 16 14 75 49 8 82 0 13 72 87 4 81 20 51 66 29 1 4 23 40 71 69 0 85 39 18 23 83 6 23 86 78 46 80 7 49 17 99 51 64 36 65 3 99 91 39 39 8 50 61 62 93 60 60 78 64 96 
97 73 5 59 54 32 44 99 58 13 0 72 84 76 70 65 49 61 43 49 55 21 21 64 10 80 19 55 35 79 38 27 88 62 23 17 84 79 26 59 63 33 67 0 94 48 87 21 32 49 69 9 53 33 1 76 35 40 23 93 
5 32 99 28 4 80 73 6 1 72 72 0 13 2 8 37 5 37 36 99 75 42 95 73 97 23 74 87 21 19 51 49 59 85 82 84 87 6 45 27 30 12 33 43 14 78 67 51 68 28 42 57 42 79 7 96 55 45 69 57 
52 15 95 61 44 40 52 18 31 87 84 13 0 24 66 53 5 49 80 33 22 94 0 53 39 11 63 43 56 82 25 72 46 35 23 58 3 19 48 45 72 53 24 17 95 60 62 11 36 12 11 95 14 23 93 61 18 53 96 67 
10 51 85 38 54 89 62 31 92 4 76 2 24 0 2 3 84 54 33 45 33 69 95 96 32 51 92 48 20 70 62 48 66 33 50 80 10 63 18 39 19 12 97 27 58 87 35 72 7 18 39 30 44 81 26 20 71 59 54 38 
46 14 30 91 92 66 41 61 81 81 70 8 66 2 0 56 43 53 69 41 37 64 99 94 35 48 73 99 82 19 53 88 72 61 14 11 23 31 11 75 68 29 68 81 62 4 82 18 16 46 20 17 30 46 61 61 74 6 55 19 
62 62 40 56 37 90 12 41 88 20 65 37 53 3 56 0 33 99 72 14 6 38 11 35 20 28 40 20 4 95 85 35 33 81 91 68 41 0 48 56 25 25 12 37 0 71 90 29 62 37 54 94 43 33 27 6 41 64 27 26 
68 24 25 44 97 66 8 71 42 51 49 5 5 84 43 33 0 13 44 38 94 57 62 14 25 70 0 51 0 27 46 37 84 68 50 90 63 54 12 57 8 31 40 82 44 56 53 80 12 4 38 61 77 98 82 57 93 29 92 65 
87 72 94 48 74 49 42 85 49 66 61 37 49 54 53 99 13 0 45 6 7 99 95 14 64 19 30 21 66 97 7 6 19 25 69 64 8 24 54 10 17 61 71 48 8 4 80 62 93 90 54 38 87 90 14 66 41 74 13 97 
92 61 87 46 47 38 81 39 21 29 43 36 80 33 69 72 44 45 0 94 85 16 69 1 11 51 56 63 91 55 17 45 49 53 50 69 42 4 35 27 12 91 56 8 79 30 23 78 24 20 35 27 89 67 67 22 14 97 51 66 
17 48 50 79 77 86 6 55 51 1 49 99 33 45 41 14 38 6 94 0 29 25 38 54 26 6 8 86 63 35 96 45 85 29 99 25 80 89 67 56 0 9 69 62 90 36 93 4 94 55 51 91 38 92 96 27 24 6 10 29 
53 95 12 54 7 29 67 23 80 4 55 75 22 33 37 6 94 7 85 29 0 78 89 35 18 80 48 85 46 44 88 89 18 13 11 63 81 24 35 12 9 35 30 53 38 54 33 17 80 33 89 2 77 42 17 49 74 16 37 64 
76 79 86 25 35 59 56 39 61 23 21 42 94 69 64 38 57 99 16 25 78 0 51 63 6 10 94 85 0 37 90 43 80 84 83 76 62 59 11 10 90 14 16 12 3 35 2 83 25 51 91 14 94 6 60 86 1 6 92 64 
30 88 49 22 93 54 32 91 55 40 21 95 0 95 99 11 62 95 69 38 89 51 0 28 63 32 95 27 42 25 66 36 40 40 26 80 58 13 67 71 44 4 73 32 63 79 51 67 45 38 34 71 41 69 27 16 15 18 71 40 
55 86 56 43 78 0 80 12 84 71 64 73 53 96 94 35 14 14 1 54 35 63 28 0 52 87 95 14 4 99 31 10 94 60 38 12 9 62 47 26 99 77 87 79 85 80 6 68 11 33 70 26 82 99 6 12 60 21 0 0 
14 70 92 21 98 66 59 40 87 69 10 97 39 32 35 20 25 64 11 26 18 6 63 52 0 50 10 36 38 72 5 56 47 20 57 44 25 69 23 19 20 71 94 57 7 10 63 98 35 19 79 90 19 37 29 57 72 45 62 7 
51 69 8 28 87 2 94 72 20 0 80 23 11 51 48 28 70 19 51 6 80 10 32 87 50 0 8 46 5 18 48 77 53 2 87 64 45 7 74 74 45 89 99 45 63 83 1 56 44 15 36 55 42 79 74 41 84 24 84 54 
8 17 84 4 58 30 10 76 69 85 19 74 63 92 73 40 0 30 56 8 48 94 95 95 10 8 0 98 40 32 10 48 61 1 7 34 50 95 44 50 70 34 29 34 31 25 6 33 48 12 3 81 12 5 42 59 86 98 81 66 
10 0 34 14 37 40 29 32 67 39 55 87 43 48 99 20 51 21 63 86 85 85 27 14 36 46 98 0 47 34 36 70 77 37 33 81 32 89 20 86 12 56 34 98 88 22 81 62 88 1 82 68 2 44 37 35 94 80 31 1 
44 50 97 21 45 16 39 93 8 18 35 21 56 20 82 4 0 66 91 63 46 0 42 4 38 5 40 47 0 10 40 50 23 68 50 70 13 72 94 11 25 86 15 49 17 24 68 24 41 22 67 60 50 95 39 36 49 53 10 1 
12 88 53 88 45 12 30 26 35 23 79 19 82 70 19 95 27 97 55 35 44 37 25 99 72 18 32 34 10 0 76 54 92 96 77 12 98 37 82 47 49 50 25 61 84 70 65 14 73 39 22 95 13 72 96 40 62 41 15 55 
81 60 21 18 27 3 66 54 79 83 38 51 25 62 53 85 46 7 17 96 88 90 66 31 5 48 10 36 40 76 0 7 18 6 58 23 7 50 20 90 11 90 19 45 29 17 46 52 93 16 96 91 9 0 90 99 42 10 78 49 
32 16 51 41 16 82 92 9 69 6 27 49 72 48 88 35 37 6 45 45 89 43 36 10 56 77 48 70 50 54 7 0 41 76 43 93 69 63 81 85 50 95 93 35 41 14 48 6 26 36 15 28 88 96 57 44 39 78 82 60 
37 46 88 82 73 46 75 24 74 23 88 59 46 66 72 33 84 19 49 85 18 80 40 94 47 53 61 77 23 92 18 41 0 9 61 78 92 9 50 33 53 70 26 86 93 5 28 83 91 25 65 0 41 61 58 80 91 70 24 5 
57 97 47 8 58 91 99 57 74 86 62 85 35 33 61 81 68 25 53 29 13 84 40 60 20 2 1 37 68 96 6 76 9 0 24 51 86 4 94 94 65 2 36 11 21 31 87 64 53 87 90 47 11 45 61 23 56 98 15 88 
82 7 53 64 59 73 45 23 40 78 23 82 23 50 14 91 50 69 50 99 11 83 26 38 57 87 7 33 50 77 58 43 61 24 0 58 89 35 27 2 17 21 6 22 15 72 48 49 9 29 74 77 58 86 78 49 17 17 45 81 
66 52 31 97 23 66 63 15 96 46 17 84 58 80 11 68 90 64 69 25 63 76 80 12 44 64 34 81 70 12 23 93 78 51 58 0 53 31 34 65 76 39 11 1 2 43 5 3 24 36 69 42 5 0 37 45 15 38 76 19 
