60
0 80 99 99 66 65 96 29 40 44 86 80 19 40 39 68 89 46 72 35 32 45 21 84 85 27 4 39 128 18 100 86 114 46 43 107 71 33 98 96 85 89 51 97 69 100 52 115 78 112 42 37 95 114 95 48 89 99 61 85 
80 0 35 49 19 92 92 75 47 83 98 80 66 44 68 52 66 35 10 54 71 42 67 39 92 76 78 44 76 62 79 97 68 50 77 48 11 48 49 89 76 81 36 43 77 26 36 77 80 62 43 60 31 55 61 36 72 33 32 96 
99 35 0 18 52 86 72 84 60 86 84 66 81 59 73 43 44 61 44 65 79 54 80 20 77 86 99 72 41 83 54 83 34 56 80 13 45 67 18 68 59 62 48 12 67 15 47 46 66 28 57 68 5 20 36 51 51 2 38 82 
99 49 18 0 64 75 55 79 60 78 69 52 81 60 68 35 29 68 57 64 75 55 79 15 62 81 100 79 30 85 36 68 19 54 73 11 58 70 2 51 43 46 49 6 55 33 48 29 52 14 58 64 20 16 19 53 36 20 40 67 
66 19 52 64 0 91 99 67 41 79 101 85 56 37 63 58 75 20 8 47 64 38 57 51 96 68 64 28 92 49 89 101 83 47 73 65 7 36 63 96 83 88 33 59 79 45 34 91 84 78 37 54 48 72 73 32 81 50 35 99 
65 92 86 75 91 0 39 36 51 21 22 27 51 55 31 43 49 77 91 47 35 54 48 67 25 37 68 80 94 65 53 23 79 44 23 86 90 62 73 40 36 37 58 77 20 97 57 74 26 81 55 39 84 90 60 60 45 88 60 22 
96 92 72 55 99 39 0 68 68 56 20 16 79 72 58 41 27 91 95 67 65 68 76 55 14 70 99 98 63 91 21 18 50 59 54 65 95 82 54 4 16 11 68 60 27 86 67 41 18 55 70 62 72 67 36 71 20 74 63 19 
29 75 84 79 67 36 68 0 27 16 57 52 15 31 12 45 64 49 70 21 5 32 12 66 57 2 31 48 106 29 74 57 91 27 14 89 69 32 78 68 58 61 40 79 41 89 40 90 50 90 31 16 80 95 71 38 63 84 47 56 
40 47 60 60 41 51 68 27 0 38 65 53 22 4 22 32 53 25 43 7 24 5 21 45 62 29 40 30 89 26 66 65 75 9 32 67 42 14 58 67 54 59 13 58 44 63 13 78 51 73 4 13 56 74 57 11 56 59 21 63 
44 83 86 78 79 21 56 16 38 0 42 41 32 42 16 44 58 62 80 32 16 42 28 67 43 17 47 63 102 46 65 43 87 34 7 89 80 46 77 56 48 51 48 79 30 94 47 84 39 88 42 25 83 94 67 48 55 87 53 41 
86 98 84 69 101 22 20 57 65 42 0 18 70 69 49 45 41 90 99 62 55 66 67 65 7 58 88 95 82 84 39 2 68 57 43 80 99 78 68 23 26 24 68 73 22 97 67 60 18 71 68 55 83 83 51 71 34 86 67 2 
