100
0 58 69 21 39 106 35 88 28 94 26 74 110 68 49 92 33 64 12 69 63 66 77 94 69 75 63 79 29 62 116 79 31 48 42 86 73 19 69 72 21 67 93 29 55 93 35 88 60 51 65 36 8 68 64 61 65 65 108 68 45 27 46 17 37 41 21 73 36 95 33 75 80 65 82 74 51 111 16 55 51 91 52 49 52 51 84 64 30 71 19 13 39 34 39 36 32 17 34 74 
58 0 29 76 46 58 37 36 43 39 74 72 65 56 72 50 27 61 48 20 6 9 21 89 76 17 71 23 33 41 67 83 49 32 71 80 79 49 19 31 77 42 62 30 36 38 47 30 24 49 71 37 51 19 50 12 63 69 59 71 17 58 21 66 21 26 43 41 31 92 63 60 56 24 49 54 56 65 72 25 16 62 26 75 57 38 83 80 52 13 39 56 73 24 42 33 46 42 60 28 
69 29 0 90 71 79 61 57 65 56 91 100 88 85 97 75 47 89 57 47 33 34 23 118 104 35 99 22 53 70 86 111 72 23 94 109 106 68 13 59 90 71 89 41 64 57 70 43 53 77 99 61 63 11 78 40 91 97 78 99 42 79 23 82 36 28 49 13 33 121 85 89 84 5 77 83 83 87 85 54 45 90 54 99 84 66 112 106 74 32 51 72 95 39 67 57 69 52 83 54 
21 76 90 0 46 119 46 103 38 110 13 74 121 73 44 104 50 67 33 84 80 84 96 94 67 93 61 98 45 71 129 77 37 68 36 86 70 29 89 86 1 77 101 49 65 108 42 105 73 57 63 47 27 88 70 78 67 65 122 67 61 28 67 13 56 61 42 93 57 93 31 80 87 85 92 80 54 123 5 68 67 98 65 42 54 60 82 58 35 88 39 21 31 53 47 49 40 38 34 88 
39 46 71 46 0 74 10 61 12 70 37 36 76 29 26 58 26 26 39 45 47 50 67 57 35 58 29 69 22 26 84 44 9 60 25 48 38 20 64 42 47 31 56 37 20 67 4 69 32 12 30 10 34 64 25 41 27 29 78 32 30 18 51 33 37 49 45 81 48 59 20 36 42 66 46 35 14 78 43 27 31 53 24 29 15 15 47 35 11 55 34 28 29 35 4 14 7 39 16 46 
106 58 79 119 74 0 73 22 81 24 111 70 10 57 92 17 74 66 99 39 52 49 56 74 81 45 80 58 77 50 10 80 83 90 96 68 80 90 67 34 120 45 32 84 54 23 77 37 47 66 78 72 99 68 55 48 68 75 4 74 63 92 79 106 76 84 98 92 88 78 94 54 42 77 31 48 73 9 116 52 56 35 54 97 73 60 76 91 85 48 90 99 101 77 72 70 80 95 90 33 
35 37 61 46 10 73 0 57 8 65 40 45 75 35 35 58 16 34 32 39 39 42 58 66 45 51 39 60 12 27 83 54 12 49 33 57 48 17 55 40 47 33 58 27 20 63 9 62 27 20 40 2 28 55 30 34 35 39 76 41 21 21 40 33 26 39 36 70 38 68 26 42 46 56 48 40 24 77 43 22 23 56 19 38 24 16 57 45 15 47 25 26 36 24 7 5 9 30 23 42 
88 36 57 103 61 22 57 0 65 10 97 68 30 52 83 21 55 60 80 19 30 27 35 78 77 22 74 37 59 40 31 79 68 68 85 70 78 74 45 19 104 36 39 64 42 7 63 18 30 56 73 56 80 46 48 27 62 70 23 70 43 78 57 90 55 62 77 70 66 82 81 52 41 54 30 45 63 30 99 35 37 41 38 87 64 47 77 85 71 26 71 82 90 57 58 54 65 75 77 15 
28 43 65 38 12 81 8 65 0 73 32 48 83 40 33 66 18 37 28 47 46 48 64 69 46 57 40 66 12 34 91 56 7 50 29 60 50 10 60 47 39 40 65 27 27 70 8 69 35 24 41 9 22 59 36 41 39 41 83 43 26 15 43 26 29 40 33 73 38 70 20 47 52 60 55 46 25 85 35 30 30 63 27 35 26 23 59 44 9 54 22 18 30 26 11 11 6 27 18 50 
94 39 56 110 70 24 65 10 73 0 105 77 34 61 92 28 61 70 85 26 33 30 33 87 86 23 84 34 66 49 31 88 76 69 94 80 87 81 44 29 111 46 47 68 51 3 72 13 38 65 83 64 87 45 57 33 72 80 23 80 49 86 59 98 59 65 82 68 70 91 89 61 51 54 39 55 73 33 106 43 43 49 46 96 73 56 86 94 79 27 76 89 98 62 66 61 73 80 85 24 
