100
0 66 49 5 83 52 43 15 21 18 92 90 74 73 51 89 19 83 46 51 33 85 71 7 35 7 68 85 19 46 20 18 86 43 54 95 15 88 10 48 87 18 52 70 93 23 86 59 94 45 91 54 20 13 10 4 10 30 7 26 8 55 89 62 90 24 98 38 67 64 45 54 76 39 53 25 8 68 45 33 73 29 25 16 26 63 49 39 2 4 34 13 45 67 13 23 18 13 27 34 
66 0 89 42 71 58 40 14 15 75 10 98 84 89 19 15 15 97 6 93 10 0 38 94 48 97 75 54 95 7 42 82 41 72 30 62 26 20 24 1 83 47 68 60 82 88 63 85 33 29 53 4 58 70 8 18 70 6 20 45 22 32 35 17 30 92 16 13 92 50 44 9 10 94 75 14 69 3 40 24 39 1 49 59 97 33 18 62 95 20 95 43 76 18 36 63 31 14 25 49 
49 89 0 37 37 60 60 0 27 19 67 69 74 26 44 70 54 33 22 52 78 69 65 97 17 66 14 82 95 24 69 76 27 89 0 19 51 86 97 23 52 78 74 54 25 1 12 54 15 42 38 90 69 68 25 49 37 5 41 85 50 89 40 37 94 73 28 51 2 59 96 86 96 2 17 88 22 14 89 96 60 44 20 53 4 75 83 19 47 15 68 68 40 95 50 68 55 99 80 42 
5 42 37 0 81 35 71 84 37 16 84 34 56 12 54 95 4 29 79 43 4 54 87 75 18 69 95 64 56 86 12 12 31 7 69 57 4 69 84 69 25 83 74 13 13 61 39 20 28 92 1 45 93 82 25 44 7 52 6 9 4 40 6 5 68 54 98 1 89 15 91 2 75 52 84 19 50 28 92 50 21 73 48 51 70 44 76 29 44 80 72 8 33 14 7 38 10 50 99 5 
83 71 37 81 0 24 4 42 80 13 25 22 62 13 61 60 9 48 19 18 94 54 25 58 42 11 70 24 21 70 3 63 51 39 46 8 35 28 1 93 37 87 40 26 52 7 89 52 26 63 39 27 38 65 82 37 50 25 72 33 47 60 25 97 69 81 31 72 46 23 79 16 12 22 8 71 67 39 74 56 24 47 39 62 14 88 65 42 74 69 70 8 65 49 45 87 3 11 82 51 
52 58 60 35 24 0 75 78 80 5 36 75 36 63 97 89 30 28 34 39 13 87 66 74 17 59 89 9 48 1 16 57 74 40 84 4 67 36 39 46 38 99 18 32 65 8 47 92 46 22 94 78 45 65 82 23 47 33 41 37 25 18 7 59 98 40 66 69 89 1 69 88 68 74 48 54 69 78 66 87 70 22 95 64 74 93 15 43 10 93 13 91 63 62 14 61 32 89 65 85 
43 40 60 71 4 75 0 43 49 91 25 96 48 48 24 27 4 87 29 79 54 21 83 48 67 78 24 95 30 32 89 72 64 80 65 53 14 85 79 68 16 89 43 11 32 32 45 83 80 23 21 39 6 25 61 6 61 15 59 38 42 64 35 1 46 80 69 58 30 12 54 29 10 8 15 84 70 27 76 30 34 69 12 9 68 5 40 3 1 9 72 42 69 40 55 89 8 52 32 6 
15 14 0 84 42 78 43 0 11 77 43 17 15 98 89 8 88 44 47 18 49 68 31 50 42 54 19 95 84 31 17 68 79 87 69 74 59 4 19 76 51 32 51 56 54 13 76 26 81 24 84 81 5 92 51 7 78 27 78 94 20 65 59 94 31 59 48 55 28 65 29 71 47 9 23 92 89 85 5 65 75 32 62 34 27 23 88 79 41 85 97 97 78 22 32 21 57 11 50 13 
21 15 27 37 80 80 49 11 0 78 33 75 3 91 92 29 14 9 65 87 68 3 18 77 46 78 15 73 96 36 26 16 27 54 36 22 58 27 19 32 98 75 69 71 82 27 6 31 23 33 44 81 17 63 3 13 40 13 41 73 41 24 42 41 71 7 20 45 59 35 59 84 62 98 22 12 80 22 20 62 46 6 28 43 31 11 18 44 53 16 77 16 46 68 94 12 74 12 69 63 
18 75 19 16 13 5 91 77 78 0 32 82 25 72 31 60 59 42 2 85 28 3 25 72 97 91 47 95 38 69 22 72 50 54 4 37 68 26 14 10 56 90 8 12 95 62 40 14 63 16 16 99 32 35 98 62 43 98 95 39 55 37 42 32 19 78 9 23 51 80 41 85 87 99 79 56 70 62 13 19 64 96 98 97 13 28 19 97 22 92 51 45 31 5 56 15 85 49 45 46 
