100
0 82 5 82 88 59 61 99 78 31 38 55 81 10 93 83 78 51 48 75 75 43 95 32 13 74 3 85 23 86 26 34 77 41 74 71 55 88 67 70 41 66 81 83 54 90 14 74 75 14 69 25 86 32 68 24 15 48 25 43 107 89 69 67 27 31 64 26 5 13 37 23 87 43 79 54 107 101 35 21 57 99 29 63 43 56 80 63 20 81 81 76 55 85 87 42 10 2 62 45 
82 0 80 52 26 104 31 65 54 76 50 28 14 91 49 53 5 36 35 50 12 42 57 100 74 64 82 6 59 17 56 87 48 89 93 99 30 70 41 114 40 26 59 6 28 62 92 51 80 68 50 58 16 55 92 90 69 75 59 40 71 61 26 79 55 61 60 59 81 74 75 62 10 40 15 108 70 63 53 61 43 72 88 103 47 27 77 57 89 10 10 53 29 58 52 42 78 84 22 98 
5 80 0 84 88 63 61 101 80 35 34 53 79 11 95 85 76 51 46 77 74 43 97 37 9 77 3 84 23 86 25 39 79 46 79 76 55 90 68 75 40 66 83 82 53 92 19 76 79 12 71 23 85 33 72 28 12 51 25 41 109 91 66 70 26 27 66 23 1 16 41 25 85 42 76 59 109 102 32 21 58 101 34 67 44 55 83 65 17 80 79 78 55 87 89 40 14 5 61 50 
82 52 84 0 30 71 31 18 6 58 72 57 65 92 13 1 49 40 58 7 41 46 13 83 82 17 84 47 63 37 62 66 6 64 50 57 41 18 18 77 55 31 8 46 45 11 84 8 34 74 13 71 38 52 51 76 77 46 59 61 26 9 70 38 62 81 23 73 85 69 54 60 62 51 65 78 25 18 74 65 27 22 71 68 41 57 28 22 99 43 61 7 42 6 5 63 74 84 42 72 
88 26 88 30 0 94 27 40 33 73 65 43 40 98 24 30 25 37 49 31 19 45 32 98 83 45 89 20 65 9 63 83 27 82 77 84 34 47 27 102 50 22 38 20 36 39 94 32 63 76 33 69 10 57 77 90 78 66 63 53 45 38 50 64 62 75 46 70 88 77 70 65 35 47 41 100 45 37 67 67 34 48 86 92 46 43 57 43 100 17 35 33 34 35 28 55 82 90 29 92 
59 104 63 71 94 0 73 80 65 33 83 88 111 62 84 71 99 69 82 66 93 66 81 31 69 54 61 103 62 98 63 25 69 19 29 20 75 63 67 12 74 78 65 102 78 71 47 64 41 63 62 72 98 55 23 36 67 29 57 81 86 71 105 34 65 83 49 74 64 50 31 54 113 71 109 10 86 83 82 62 62 74 30 6 58 89 49 51 78 98 109 64 77 69 76 81 51 59 83 14 
61 31 61 31 27 73 0 49 30 47 42 26 40 70 37 32 27 10 27 26 20 18 42 72 57 37 61 30 38 27 36 58 25 58 63 68 10 46 14 83 25 6 35 29 14 42 67 26 51 49 22 43 27 29 61 63 51 43 36 31 56 40 41 49 36 52 31 45 61 49 45 38 41 21 40 77 56 48 44 40 12 53 60 72 19 26 49 27 74 25 37 28 11 36 34 32 54 63 12 68 
99 65 101 18 40 80 49 0 21 73 90 74 79 109 16 17 63 58 76 24 56 64 9 96 100 27 101 60 81 49 79 80 24 76 54 63 58 17 36 83 73 47 18 59 63 10 100 25 39 91 30 89 50 69 57 91 94 59 77 79 8 10 86 46 80 99 37 91 102 86 68 77 75 69 80 88 8 4 92 83 44 9 85 75 59 74 31 36 117 56 75 23 59 14 15 81 90 101 58 84 
78 54 80 6 33 65 30 21 0 53 70 56 66 87 19 6 50 38 57 4 43 43 18 77 78 12 80 50 60 40 58 61 6 58 45 52 39 16 16 72 52 31 5 49 44 13 79 4 29 70 9 67 41 48 45 71 73 40 55 59 29 11 70 32 59 78 17 69 80 65 49 55 64 48 66 73 29 23 72 62 24 23 65 62 38 56 24 16 95 45 62 2 41 7 11 61 69 80 41 66 
31 76 35 58 73 33 47 73 53 0 51 56 81 39 71 59 72 41 50 51 66 35 71 25 39 46 34 77 29 74 30 11 54 14 43 41 47 59 47 45 42 53 55 75 49 63 27 50 44 32 46 39 74 23 37 18 36 16 24 48 81 63 74 36 32 50 36 41 36 20 5 21 85 40 79 33 80 75 50 29 38 71 13 35 29 58 49 37 52 72 80 51 48 59 63 48 22 33 54 23 
