60
0 13 0 88 56 59 97 50 5 84 27 50 57 16 85 95 86 16 8 78 31 53 37 87 92 56 58 86 58 57 63 83 21 75 29 1 22 68 22 0 89 72 10 97 34 56 39 80 48 42 87 72 64 21 20 88 22 85 16 5 
13 0 68 11 47 57 34 46 54 83 38 81 98 84 34 98 0 3 3 6 63 24 90 1 14 80 99 42 87 16 76 56 89 12 91 33 66 61 54 39 12 0 16 43 81 62 57 95 36 7 45 83 13 47 73 23 19 21 56 40 
0 68 0 69 42 95 50 98 70 29 40 62 43 0 94 0 2 77 96 15 58 90 45 52 83 83 76 78 12 16 6 87 37 78 93 26 38 83 59 22 7 8 77 59 42 42 76 38 64 13 30 70 15 79 32 63 78 11 99 81 
88 11 69 0 21 36 11 33 28 16 68 2 71 50 70 1 58 30 55 27 38 60 84 20 50 27 49 4 13 39 4 25 99 93 24 87 2 42 54 45 92 66 42 19 83 3 34 72 5 7 66 29 18 54 7 42 94 61 89 86 
56 47 42 21 0 85 58 54 83 48 79 37 71 82 7 1 34 42 90 78 29 29 85 97 74 61 14 78 27 13 76 87 82 61 91 0 48 87 58 57 27 84 49 66 36 20 38 75 78 23 79 94 3 2 56 47 18 94 88 27 
59 57 95 36 85 0 34 74 39 95 36 47 21 57 28 55 85 39 14 70 80 90 29 5 57 48 52 43 64 76 75 90 77 53 46 79 16 31 12 26 32 70 95 90 19 84 14 50 15 18 39 62 31 31 23 77 47 95 3 87 
97 34 50 11 58 34 0 8 90 2 49 42 76 41 19 64 11 82 22 17 25 94 36 81 92 89 79 75 55 70 77 25 30 73 61 59 74 16 24 10 24 62 91 43 67 96 53 26 3 40 17 1 22 16 69 10 19 36 79 34 
50 46 98 33 54 74 8 0 39 89 21 42 17 13 63 49 1 50 39 48 55 28 14 68 33 31 15 98 19 23 20 47 3 82 92 42 54 28 52 49 28 46 95 73 59 15 14 82 65 59 83 68 43 52 16 61 84 90 87 19 
5 54 70 28 83 39 90 39 0 80 40 33 53 39 86 15 57 19 68 65 47 1 4 96 42 76 78 12 47 28 5 61 28 53 58 1 98 93 66 17 61 26 46 75 83 21 32 49 71 37 83 5 6 82 55 66 44 97 64 72 
84 83 29 16 48 95 2 89 80 0 5 59 99 19 85 24 16 31 7 8 76 62 79 30 58 71 54 94 26 61 27 24 22 33 71 27 60 68 61 53 69 49 35 97 84 67 92 83 40 16 39 4 1 7 44 67 93 28 41 4 
27 38 40 68 79 36 49 21 40 5 0 83 66 15 14 51 50 20 38 22 63 12 4 71 93 23 70 38 21 84 97 62 57 6 86 95 6 93 69 4 35 40 26 86 60 89 75 34 30 19 34 33 60 59 93 94 95 74 26 21 
50 81 62 2 37 47 42 42 33 59 83 0 75 97 85 26 37 88 46 52 39 90 80 59 62 12 61 86 22 48 70 25 8 23 98 88 58 90 59 40 5 42 14 21 45 50 33 58 70 43 52 41 10 79 46 35 45 38 48 33 
57 98 43 71 71 21 76 17 53 99 66 75 0 86 20 9 40 14 56 54 17 73 74 88 80 69 37 97 54 68 67 94 14 59 3 34 85 8 39 38 49 45 40 21 68 94 22 41 56 79 17 86 64 89 91 78 13 67 73 68 
16 84 0 50 82 57 41 13 39 19 15 97 86 0 52 30 0 2 94 55 58 46 68 48 82 42 38 51 55 16 26 36 75 80 57 61 89 84 16 56 52 78 34 29 48 46 98 96 71 98 59 68 56 11 59 26 19 30 61 48 
85 34 94 70 7 28 19 63 86 85 14 85 20 52 0 97 85 89 29 88 81 89 15 49 26 50 68 39 54 28 79 67 10 57 70 51 11 15 81 8 37 59 35 46 47 95 86 44 97 4 6 74 33 44 8 84 86 37 20 76 
95 98 0 1 1 55 64 49 15 24 51 26 9 30 97 0 31 90 47 69 96 32 43 31 34 57 67 73 22 90 61 84 4 25 43 85 89 92 72 22 73 69 41 24 56 59 73 71 25 24 64 17 90 5 21 35 48 43 25 79 
86 0 2 58 34 85 11 1 57 16 50 37 40 0 85 31 0 13 1 77 1 42 30 86 65 3 85 26 12 57 48 48 14 64 90 80 15 22 92 32 79 78 87 7 46 23 73 72 0 0 47 25 30 67 9 63 44 81 73 50 
16 3 77 30 42 39 82 50 19 31 20 88 14 2 89 90 13 0 16 18 72 72 4 63 59 24 54 31 28 98 47 56 3 14 88 37 60 50 78 33 72 90 31 91 69 72 18 31 46 24 36 49 75 1 26 20 67 59 7 64 
8 3 96 55 90 14 22 39 68 7 38 46 56 94 29 47 1 16 0 56 91 28 5 11 9 26 90 79 3 72 74 98 48 17 21 60 57 53 55 93 58 85 61 4 80 20 39 9 57 34 88 48 11 26 25 71 75 12 58 27 
78 6 15 27 78 70 17 48 65 8 22 52 54 55 88 69 77 18 56 0 61 60 29 4 69 63 2 92 40 31 25 11 90 28 14 49 95 83 0 2 98 47 49 45 30 55 67 75 16 4 11 35 79 51 9 6 8 6 34 23 
31 63 58 38 29 80 25 55 47 76 63 39 17 58 81 96 1 72 91 61 0 69 41 3 76 20 3 61 49 68 7 33 94 60 50 45 99 54 56 27 39 2 71 27 45 27 25 96 70 9 11 3 12 92 37 84 46 35 66 41 
53 24 90 60 29 90 94 28 1 62 12 90 73 46 89 32 42 72 28 60 69 0 67 57 75 47 12 55 57 94 13 23 10 79 72 39 50 34 29 4 52 56 84 39 99 48 21 34 44 25 8 76 3 72 2 35 85 74 30 80 
37 90 45 84 85 29 36 14 4 79 4 80 74 68 15 43 30 4 5 29 41 67 0 47 42 89 91 93 66 22 40 4 6 37 42 55 8 99 31 43 43 40 5 24 78 7 73 0 9 10 19 46 97 83 42 63 71 88 67 53 
87 1 52 20 97 5 81 68 96 30 71 59 88 48 49 31 86 63 11 4 3 57 47 0 80 18 7 24 88 57 48 33 96 97 59 76 57 23 43 1 96 92 6 6 51 6 17 46 63 16 5 83 79 24 17 15 12 29 28 27 
92 14 83 50 74 57 92 33 42 58 93 62 80 82 26 34 65 59 9 69 76 75 42 80 0 33 37 11 57 13 4 24 91 38 73 45 6 21 34 63 12 90 69 38 60 20 36 66 16 45 23 65 72 67 74 43 57 72 16 77 
56 80 83 27 61 48 89 31 76 71 23 12 69 42 50 57 3 24 26 63 20 47 89 18 33 0 41 90 31 73 90 77 56 48 23 50 63 69 52 72 88 38 87 78 29 82 7 51 21 25 27 57 27 59 25 74 92 45 19 77 
58 99 76 49 14 52 79 15 78 54 70 61 37 38 68 67 85 54 90 2 3 12 91 7 37 41 0 95 29 46 53 95 61 98 45 64 88 32 1 65 60 51 65 55 75 48 39 49 4 3 12 55 32 29 13 76 13 11 55 3 
86 42 78 4 78 43 75 98 12 94 38 86 97 51 39 73 26 31 79 92 61 55 93 24 11 90 95 0 88 98 19 66 39 53 36 19 67 87 41 92 31 9 92 30 32 57 0 90 1 11 0 59 30 10 35 77 11 0 0 63 
58 87 12 13 27 64 55 19 47 26 21 22 54 55 54 22 12 28 3 40 49 57 66 88 57 31 29 88 0 69 38 5 58 76 56 84 24 22 96 89 22 73 43 38 82 40 2 18 97 59 84 17 62 27 41 11 9 53 87 58 
