100
0 28 94 72 66 11 66 82 55 96 73 67 23 81 82 81 64 12 61 14 83 80 52 79 99 58 31 36 24 53 88 75 97 53 33 64 82 43 2 33 62 57 46 5 77 50 36 55 79 0 43 68 50 24 19 36 85 23 38 19 68 17 72 73 62 6 42 87 12 24 3 21 95 84 87 26 2 90 64 4 37 51 44 15 57 68 73 61 74 85 45 68 61 83 58 43 72 50 49 41 
28 0 75 13 87 83 52 83 95 43 1 65 9 4 48 12 26 27 58 86 91 5 48 35 87 20 33 81 5 37 44 66 25 72 94 9 66 89 22 85 19 59 22 68 56 50 74 66 45 96 89 9 71 17 76 91 15 11 18 3 36 10 60 4 56 96 64 51 28 20 76 14 25 28 19 11 67 85 44 62 69 71 14 97 26 52 24 64 76 93 0 30 16 27 28 42 54 69 70 29 
94 75 0 93 61 9 14 2 13 83 92 41 6 66 51 85 63 22 78 76 62 22 37 36 13 64 2 15 28 74 15 88 58 35 74 95 45 58 71 17 86 7 79 97 34 21 45 71 73 68 35 51 50 45 87 25 36 89 19 68 54 13 56 5 81 98 5 27 42 3 2 22 0 2 70 48 51 67 94 50 38 18 70 92 79 99 55 54 59 0 65 38 27 6 98 22 6 46 62 28 
72 13 93 0 12 59 1 1 63 9 87 85 9 17 30 0 40 31 72 30 98 55 74 32 52 10 93 63 45 65 64 34 7 59 38 50 4 22 24 66 99 85 2 71 51 29 82 5 85 90 91 57 84 13 36 36 53 86 72 41 97 33 73 52 7 30 86 87 14 5 89 33 24 55 61 41 24 97 55 10 12 16 67 48 76 95 69 92 66 64 14 29 40 46 33 90 55 0 73 78 
66 87 61 12 0 98 19 85 53 6 8 59 16 54 88 87 32 16 87 17 11 33 35 34 10 37 35 31 88 53 65 8 88 19 65 20 70 61 86 48 14 23 21 4 62 49 66 63 74 72 48 94 32 60 61 85 65 43 98 58 43 17 57 32 54 39 67 48 36 7 4 10 6 18 11 73 20 4 74 50 99 14 35 94 86 27 47 5 98 9 14 9 63 66 69 99 30 96 5 74 
11 83 9 59 98 0 2 30 57 44 19 30 75 54 76 19 39 24 65 22 76 33 84 74 65 15 8 31 89 21 23 83 25 30 58 44 10 26 35 28 57 31 49 90 53 90 60 90 12 26 12 25 76 61 95 28 90 43 83 44 45 38 4 22 16 18 52 59 73 80 44 86 86 61 78 31 57 9 41 28 25 87 66 71 57 0 39 72 57 1 76 57 88 73 13 81 26 20 35 80 
66 52 14 1 19 2 0 87 12 20 38 75 94 89 38 55 89 63 99 44 7 59 12 87 82 43 17 42 21 61 40 99 29 48 39 98 28 78 7 73 85 35 74 87 71 71 41 57 77 40 64 16 60 81 43 35 71 3 41 83 66 24 42 51 61 27 72 4 25 62 62 33 66 33 18 18 73 55 56 99 17 54 3 85 23 11 91 88 95 98 91 36 6 44 46 68 23 11 15 15 
82 83 2 1 85 30 87 0 39 68 54 70 66 73 54 41 83 17 66 43 82 62 93 67 38 0 95 20 2 94 26 1 71 49 99 94 80 97 20 65 76 13 37 41 34 64 57 79 91 67 45 23 27 86 47 67 74 70 81 60 74 19 92 7 52 98 42 63 5 97 90 26 25 7 96 49 64 3 83 25 69 43 4 97 53 23 61 29 54 50 51 2 88 11 2 0 87 8 86 63 
55 95 13 63 53 57 12 39 0 45 91 78 3 30 80 66 14 18 53 24 22 99 38 13 69 31 76 55 74 59 11 0 14 6 33 0 98 66 33 99 37 90 85 40 89 8 74 65 94 35 25 67 99 79 26 57 53 22 13 80 46 71 79 33 82 96 46 33 27 21 68 25 19 26 4 5 77 58 29 74 78 11 90 82 99 79 34 73 60 64 40 14 49 24 47 34 99 53 68 89 
96 43 83 9 6 44 20 68 45 0 75 0 79 2 55 52 87 21 59 79 21 33 53 72 64 34 93 5 44 56 23 6 46 40 75 14 85 79 3 47 62 38 15 46 30 18 97 64 36 79 3 46 75 51 64 74 91 85 77 5 37 96 70 70 21 55 74 79 19 56 7 2 18 97 12 29 65 66 75 9 80 47 28 22 21 95 89 88 99 61 31 49 95 19 83 9 44 11 58 75 
73 1 92 87 8 19 38 54 91 75 0 14 88 82 46 17 62 69 75 6 64 87 80 66 92 47 52 65 13 83 42 63 55 55 87 31 62 31 49 85 14 17 81 68 62 21 30 91 1 13 57 13 0 66 36 29 46 98 2 77 6 91 66 34 55 15 23 96 88 69 9 75 2 35 30 14 95 24 18 82 95 15 87 62 75 65 70 83 38 19 21 13 33 59 83 85 18 2 43 49 
67 65 41 85 59 30 75 70 78 0 14 0 37 7 44 2 90 73 81 48 56 33 76 79 96 58 90 56 62 64 11 80 99 24 60 27 53 42 72 0 70 62 88 2 22 53 74 67 20 29 6 11 81 15 51 48 72 48 69 76 86 17 66 34 72 25 47 58 32 79 18 14 17 8 74 36 69 33 87 79 61 7 57 32 20 25 0 41 34 83 73 22 33 1 10 69 58 6 39 70 
23 9 6 9 16 75 94 66 3 79 88 37 0 32 78 67 7 42 41 80 79 93 9 58 5 97 74 36 94 22 65 28 13 21 98 57 48 42 45 49 60 66 76 37 35 39 84 25 96 70 15 23 23 20 8 80 44 69 74 48 83 64 24 96 59 34 13 31 8 70 48 68 45 3 21 44 84 31 16 59 46 0 42 18 67 89 52 15 34 50 51 77 57 2 58 94 21 35 30 82 
81 4 66 17 54 54 89 73 30 2 82 7 32 0 33 3 94 92 39 1 75 52 27 17 33 21 76 96 61 65 83 34 85 3 85 35 42 21 10 43 87 90 21 93 43 59 80 21 98 48 37 18 72 77 52 84 26 85 19 41 95 87 57 4 81 6 9 12 63 2 96 57 72 15 60 0 84 5 4 65 45 30 13 82 83 79 83 12 29 82 83 80 57 18 62 35 42 47 77 2 
82 48 51 30 88 76 38 54 80 55 46 44 78 33 0 96 38 93 78 9 85 3 13 77 77 45 13 27 31 98 32 63 82 78 9 6 39 42 79 22 71 2 49 19 59 77 10 85 76 79 6 8 92 42 58 75 32 64 3 65 48 65 56 25 25 89 95 63 78 45 28 45 6 13 40 34 27 49 50 30 80 24 62 8 11 55 35 58 57 31 62 79 80 65 4 35 57 6 70 59 
81 12 85 0 87 19 55 41 66 52 17 2 67 3 96 0 50 6 36 74 61 16 50 36 65 15 3 18 50 35 99 3 24 85 55 4 17 92 15 22 17 76 64 26 88 95 86 24 96 49 22 76 22 24 58 78 71 99 58 74 14 81 46 38 37 43 8 78 33 91 39 46 68 71 88 66 78 20 71 60 88 11 71 34 71 62 68 68 91 4 47 45 45 37 48 92 68 68 73 99 
64 26 63 40 32 39 89 83 14 87 62 90 7 94 38 50 0 41 95 88 44 96 79 66 11 24 24 11 95 41 34 45 43 59 2 52 22 97 23 54 3 48 37 65 50 46 39 82 81 59 2 85 38 47 57 57 65 89 55 59 97 64 88 9 68 80 61 59 12 28 57 77 87 5 7 63 40 90 93 91 76 92 93 49 68 22 21 13 37 85 1 4 19 82 9 58 79 84 87 89 
12 27 22 31 16 24 63 17 18 21 69 73 42 92 93 6 41 0 48 95 9 93 96 8 2 42 46 17 42 15 20 50 94 75 61 70 46 61 74 6 2 43 96 14 32 29 36 56 26 84 29 17 49 22 31 82 42 0 90 52 63 43 83 19 48 47 74 19 77 25 73 40 82 41 6 0 15 44 51 47 39 65 36 0 75 38 27 56 77 18 89 56 25 65 48 13 38 55 12 4 
61 58 78 72 87 65 99 66 53 59 75 81 41 39 78 36 95 48 0 76 11 95 18 14 22 89 30 7 38 61 76 18 29 2 83 45 63 26 12 20 76 86 48 75 97 92 25 5 75 51 23 0 22 92 31 95 73 37 63 68 76 20 76 3 37 2 1 3 33 93 96 91 42 16 46 96 8 72 33 41 60 9 14 66 97 98 59 2 52 98 15 69 55 52 37 52 86 3 11 88 
14 86 76 30 17 22 44 43 24 79 6 48 80 1 9 74 88 95 76 0 73 21 37 86 32 42 94 58 97 88 54 22 52 87 58 49 71 41 19 12 59 75 42 16 82 39 87 99 71 36 87 20 51 98 54 72 38 59 57 72 28 66 4 16 44 34 23 20 74 53 0 90 21 3 33 37 9 14 6 94 52 8 17 53 79 70 13 27 21 73 86 11 18 96 92 27 70 67 19 9 
83 91 62 98 11 76 7 82 22 21 64 56 79 75 85 61 44 9 11 73 0 39 69 33 73 60 80 90 7 62 77 94 61 83 16 36 39 92 85 29 21 58 35 56 18 77 5 80 73 68 99 99 46 67 2 51 84 32 20 89 93 96 72 53 83 78 36 5 25 90 29 66 17 82 83 20 93 39 17 25 57 12 26 27 73 3 31 16 62 95 73 76 53 45 28 0 25 6 54 44 
80 5 22 55 33 33 59 62 99 33 87 33 93 52 3 16 96 93 95 21 39 0 8 22 78 16 25 95 47 94 93 45 31 58 33 80 27 52 18 18 38 68 32 41 95 75 3 72 4 39 22 22 55 80 14 28 37 80 57 98 31 91 33 36 58 88 96 77 23 77 29 84 9 81 4 34 54 71 28 31 71 28 11 31 78 73 92 46 73 18 40 32 9 75 31 26 11 55 57 61 
52 48 37 74 35 84 12 93 38 53 80 76 9 27 13 50 79 96 18 37 69 8 0 3 27 74 32 60 42 90 28 6 20 12 88 50 88 75 43 8 12 81 87 12 72 47 85 74 50 68 58 13 21 87 62 80 9 43 46 95 22 0 74 49 44 84 41 78 46 29 56 11 22 32 0 59 98 31 54 94 54 46 60 45 45 60 31 40 31 86 40 53 63 60 30 57 80 89 68 35 
79 35 36 32 34 74 87 67 13 72 66 79 58 17 77 36 66 8 14 86 33 22 3 0 4 91 41 46 63 41 6 56 19 4 87 80 43 59 41 48 95 12 98 53 72 73 89 56 94 81 6 99 39 53 79 35 36 97 1 29 33 65 52 29 6 42 65 63 65 40 61 3 46 76 42 92 85 99 58 57 13 44 21 40 71 59 62 18 52 43 58 89 95 69 23 19 17 54 99 12 
99 87 13 52 10 65 82 38 69 64 92 96 5 33 77 65 11 2 22 32 73 78 27 4 0 26 18 15 38 85 15 63 73 19 23 27 11 0 9 31 60 91 85 19 34 17 47 40 59 48 80 7 3 83 85 47 3 8 16 29 34 60 70 41 74 52 46 17 98 35 30 65 61 21 63 60 40 21 33 41 46 64 16 22 26 84 94 63 74 9 29 91 42 30 64 94 89 66 60 63 
58 20 64 10 37 15 43 0 31 34 47 58 97 21 45 15 24 42 89 42 60 16 74 91 26 0 70 55 20 46 19 16 20 24 30 14 94 88 62 53 73 29 72 14 83 25 9 61 47 65 82 89 50 36 98 48 99 24 21 1 75 77 60 21 89 67 97 62 73 57 67 97 38 70 35 54 53 13 50 96 24 87 3 8 61 97 1 87 64 62 43 12 86 34 98 45 0 19 44 61 
31 33 2 93 35 8 17 95 76 93 52 90 74 76 13 3 24 46 30 94 80 25 32 41 18 70 0 22 11 38 1 67 60 87 44 9 4 25 27 23 98 10 21 73 70 22 37 70 86 64 74 87 82 91 2 19 30 7 78 32 48 8 33 18 8 95 88 86 1 27 97 79 14 1 17 56 13 46 35 30 77 7 75 52 57 37 79 80 41 31 2 45 41 7 62 25 3 45 17 94 
36 81 15 63 31 31 42 20 55 5 65 56 36 96 27 18 11 17 7 58 90 95 60 46 15 55 22 0 84 59 68 75 59 93 77 51 54 53 33 92 70 81 72 11 88 75 11 25 74 57 5 93 45 76 21 78 89 50 36 79 73 7 62 30 83 48 65 75 18 29 4 18 65 52 63 77 62 37 50 74 9 30 25 3 35 78 44 6 46 43 81 36 90 79 48 76 36 38 44 83 
24 5 28 45 88 89 21 2 74 44 13 62 94 61 31 50 95 42 38 97 7 47 42 63 38 20 11 84 0 5 90 44 13 46 71 9 20 34 50 17 49 96 47 23 75 76 80 12 25 57 76 10 10 38 58 79 5 92 26 75 94 20 77 31 6 73 14 13 93 55 53 72 84 90 16 49 93 21 18 30 79 27 65 98 95 13 63 5 44 39 77 14 22 46 27 61 91 49 40 44 
53 37 74 65 53 21 61 94 59 56 83 64 22 65 98 35 41 15 61 88 62 94 90 41 85 46 38 59 5 0 52 94 71 83 96 83 97 43 47 94 5 98 54 72 89 75 21 23 69 66 55 5 35 77 79 85 10 21 7 79 81 13 3 30 8 57 90 37 34 71 58 78 39 25 21 55 60 48 95 91 49 98 85 78 45 58 67 23 87 26 21 0 58 68 61 83 63 96 69 9 
88 44 15 64 65 23 40 26 11 23 42 11 65 83 32 99 34 20 76 54 77 93 28 6 15 19 1 68 90 52 0 87 8 32 21 32 49 22 1 6 81 73 34 92 31 98 53 78 20 71 6 37 35 78 94 28 91 4 45 82 40 57 74 48 64 16 6 12 69 79 74 88 13 35 63 24 18 94 67 69 19 62 58 90 34 31 14 56 8 38 48 60 73 41 2 5 19 14 2 89 
