60
0 46 22 39 19 63 90 31 33 49 47 92 21 56 81 26 33 66 27 87 61 84 49 115 17 23 73 3 65 27 76 60 42 21 30 39 51 90 42 52 29 36 71 97 74 48 34 97 65 74 23 56 69 65 51 78 86 87 67 69 
46 0 69 59 28 20 57 20 20 29 13 64 34 59 67 20 72 41 60 88 19 59 4 88 55 67 93 47 18 73 36 18 6 42 75 76 6 81 22 83 74 15 42 66 82 81 73 81 30 93 69 9 69 68 74 75 60 70 36 81 
22 69 0 45 42 86 108 52 54 68 69 109 39 65 94 48 22 84 29 93 83 100 71 131 22 13 70 22 87 6 97 82 64 36 12 31 73 101 62 46 9 58 89 115 79 40 23 109 85 72 2 78 78 73 52 87 103 101 87 72 
39 59 45 0 46 78 73 40 38 39 50 70 28 21 51 46 29 49 16 48 63 61 58 90 25 33 36 37 74 44 69 62 53 21 41 26 65 56 39 26 42 44 55 78 35 26 29 65 57 36 44 66 33 28 15 42 63 58 56 30 
19 28 42 46 0 44 77 17 20 38 31 81 18 56 75 8 49 55 40 87 44 74 30 105 32 41 81 20 46 46 60 43 24 24 49 55 32 87 29 65 48 20 59 85 77 62 50 91 51 82 42 37 68 66 60 76 76 80 54 74 
63 20 86 78 44 0 62 39 40 46 31 72 54 77 81 38 92 54 80 104 25 69 21 94 74 85 112 64 12 90 39 25 26 61 93 95 14 96 41 103 92 35 53 71 100 101 93 93 40 112 86 14 86 86 94 91 70 82 46 99 
90 57 108 73 77 62 0 60 57 41 46 12 69 56 35 70 100 24 85 64 39 16 53 32 88 100 91 89 51 110 23 40 57 72 109 98 59 47 48 96 109 56 19 9 69 98 101 38 27 89 107 53 54 57 82 52 15 31 23 73 
31 20 52 40 17 39 60 0 3 21 16 65 15 44 59 11 53 38 40 75 31 57 20 88 37 48 75 31 37 56 45 29 14 22 57 56 26 72 12 63 57 6 42 68 66 61 54 75 34 75 52 28 55 53 55 62 59 64 37 64 
33 20 54 38 20 40 57 3 0 18 15 61 16 41 56 14 54 35 40 72 29 54 20 85 37 49 73 33 37 57 42 28 15 22 58 56 27 69 9 63 58 6 39 65 64 61 55 71 32 73 54 28 52 51 54 59 56 60 34 62 
49 29 68 39 38 46 41 21 18 0 16 44 29 32 39 32 62 17 47 59 26 36 26 67 48 60 68 48 38 70 31 24 25 32 69 62 35 53 9 64 70 20 22 48 54 64 63 54 19 68 67 32 40 40 52 45 38 43 19 54 
