80
0 82 101 89 36 22 72 29 87 98 64 59 40 43 85 86 52 89 23 79 76 102 65 93 104 36 97 68 37 78 75 81 53 7 106 87 37 93 88 29 21 68 84 39 74 60 13 70 59 65 83 24 30 63 70 74 63 47 34 74 64 54 79 58 49 57 42 39 87 24 17 78 45 83 52 23 33 12 83 45 
82 0 85 58 58 72 124 73 35 68 63 41 42 107 43 54 83 39 62 87 90 68 30 58 69 74 63 38 100 47 110 31 72 89 85 84 66 62 51 84 67 106 45 71 120 91 70 57 111 24 30 79 95 20 50 15 108 78 48 82 51 90 49 60 84 110 41 102 38 62 73 19 37 95 30 65 79 74 15 39 
101 85 0 28 67 79 79 72 52 19 37 55 87 87 43 32 54 48 82 28 34 23 61 29 23 65 25 50 83 39 57 55 48 102 7 16 64 24 35 76 81 59 40 62 72 52 98 35 76 68 55 78 86 77 39 72 67 56 87 30 43 56 37 44 57 76 86 84 48 81 84 66 81 30 80 79 70 89 70 75 
89 58 28 0 53 68 90 63 24 11 28 33 66 88 15 4 54 20 67 39 45 14 36 5 16 58 8 26 83 13 70 27 43 92 28 31 54 5 7 71 68 69 13 54 84 57 83 19 82 42 27 71 82 51 19 45 75 53 67 37 25 59 12 33 57 82 65 84 20 66 73 39 59 46 57 66 64 77 43 54 
36 58 67 53 0 17 68 15 53 62 30 24 27 49 50 50 31 54 15 50 49 67 33 57 68 16 61 33 42 42 60 47 24 40 72 56 9 58 52 26 15 54 48 14 66 40 31 35 54 36 50 22 38 38 35 46 53 24 24 44 29 36 43 23 30 54 28 44 53 14 20 48 26 56 31 13 21 24 53 21 
22 72 79 68 17 0 60 7 70 77 42 41 35 36 66 66 32 71 13 57 55 81 49 73 83 15 76 50 29 58 58 64 31 24 84 65 15 72 68 14 7 51 65 17 60 41 23 49 46 52 67 8 23 52 50 61 48 26 30 52 44 35 59 36 29 45 36 31 69 13 6 64 37 62 43 8 13 11 69 33 
72 124 79 90 68 60 0 56 106 91 66 83 94 30 97 90 41 104 73 53 47 97 95 94 97 52 94 89 35 88 23 103 52 68 86 64 59 91 95 47 68 21 95 54 7 34 81 75 14 100 105 53 42 105 80 110 16 46 89 54 77 34 88 65 39 15 95 33 103 73 64 109 94 50 99 68 49 68 115 88 
29 73 72 63 15 7 56 0 66 71 36 38 38 34 62 61 25 67 17 50 48 76 48 68 77 8 71 47 27 53 52 61 24 30 78 59 9 67 64 11 13 45 60 10 55 34 30 44 42 51 64 8 23 53 45 61 43 19 33 45 39 29 54 31 23 41 39 29 66 17 13 62 39 55 45 12 8 18 68 34 
87 35 52 24 53 70 106 66 0 34 40 29 55 97 10 21 66 5 64 60 65 34 23 24 35 64 29 20 91 18 88 7 54 92 51 54 58 28 17 76 67 86 13 60 101 72 78 31 96 26 5 74 89 34 26 24 90 63 58 56 30 72 19 41 69 95 54 92 4 63 73 17 48 67 43 65 70 76 19 44 
98 68 19 11 62 77 91 71 34 0 35 44 77 92 25 15 58 30 77 38 45 6 47 10 7 65 6 37 88 24 70 38 49 101 17 28 62 6 17 77 77 70 23 62 85 59 93 28 84 53 38 78 89 62 29 56 77 58 78 37 34 62 23 40 62 85 76 89 30 76 81 50 70 43 68 75 71 86 53 64 
64 63 37 28 30 42 66 36 40 35 0 23 51 60 32 27 26 39 44 25 27 40 34 33 41 30 35 25 55 22 48 38 15 67 42 27 28 31 31 43 44 46 30 27 61 32 61 9 56 40 40 44 54 48 15 48 50 25 50 19 12 32 23 7 30 56 51 56 38 44 48 46 46 33 48 42 36 53 51 40 
59 41 55 33 24 41 83 38 29 44 23 0 33 70 26 30 42 30 36 48 50 47 12 37 49 36 41 10 63 20 69 23 31 63 57 48 29 38 31 48 39 65 26 33 79 50 51 20 71 18 26 45 60 25 16 27 67 37 34 42 12 49 22 19 44 71 32 65 29 35 44 26 26 56 26 36 42 48 32 20 
40 42 87 66 27 35 94 38 55 77 51 33 0 71 56 62 58 58 23 75 75 80 32 69 81 43 74 40 64 53 87 48 51 47 90 78 36 71 62 49 28 81 56 42 93 68 28 52 80 29 50 43 58 24 49 36 80 51 6 69 44 64 54 45 58 79 1 66 56 23 34 42 7 82 13 27 46 34 45 12 
43 107 87 88 49 36 30 34 97 92 60 70 71 0 91 87 35 97 49 60 54 98 81 92 99 34 94 78 7 81 41 93 44 38 93 71 41 90 90 23 43 34 89 37 34 35 53 69 18 85 95 28 14 87 73 94 26 35 66 57 68 31 82 57 31 17 72 5 96 49 38 96 72 60 79 44 28 41 101 69 
85 43 43 15 50 66 97 62 10 25 32 26 56 91 0 11 58 7 62 50 55 26 24 15 27 58 20 17 85 10 79 12 47 89 42 44 53 19 8 71 65 77 3 55 92 63 77 23 88 29 13 70 83 38 18 31 82 56 59 46 23 64 9 34 61 88 55 86 6 61 70 24 49 57 46 62 64 74 28 45 
86 54 32 4 50 66 90 61 21 15 27 30 62 87 11 0 53 17 64 41 46 18 32 7 19 56 12 22 81 9 71 23 42 90 32 34 52 9 5 69 66 70 9 52 85 57 80 18 82 38 24 68 81 47 16 41 75 51 63 38 22 58 8 31 56 82 61 82 17 63 70 35 55 48 53 63 62 75 39 50 
52 83 54 54 31 32 41 25 66 58 26 42 58 35 58 53 0 65 41 28 24 63 54 58 65 17 59 48 30 49 29 62 12 52 60 38 22 56 57 24 37 24 56 17 37 10 54 36 30 59 65 28 32 65 41 69 25 7 54 24 36 7 49 25 4 29 58 31 64 40 37 68 56 31 60 36 19 42 74 50 
89 39 48 20 54 71 104 67 5 30 39 30 58 97 7 17 65 0 66 57 62 29 26 19 30 64 24 21 91 16 86 10 53 93 47 51 58 24 13 77 69 84 10 60 99 70 80 30 94 29 9 75 89 38 24 28 89 62 61 53 29 71 16 40 68 94 57 92 2 65 74 21 51 64 46 66 70 78 24 47 
23 62 82 67 15 13 73 17 64 77 44 36 23 49 62 64 41 66 0 64 62 81 42 71 82 24 75 45 42 55 69 58 37 28 86 70 20 72 66 26 6 62 61 24 72 50 16 49 59 43 61 20 35 42 49 52 60 34 17 58 43 45 57 38 39 58 24 44 64 1 12 56 25 70 32 5 25 13 61 23 
79 87 28 39 50 57 53 50 60 38 25 48 75 60 50 41 28 57 64 0 6 44 58 43 45 43 42 49 57 42 31 59 27 79 34 12 44 39 45 52 62 32 48 41 46 24 79 30 48 65 61 55 60 73 37 72 40 32 73 6 37 29 41 30 32 48 75 57 56 63 63 69 71 8 72 60 46 68 74 64 
76 90 34 45 49 55 47 48 65 45 27 50 75 54 55 46 24 62 62 6 0 50 61 49 51 40 48 52 52 46 25 64 25 76 40 18 43 45 51 48 60 26 53 38 40 19 77 34 42 68 66 52 55 75 41 76 33 29 73 9 40 24 46 31 27 42 75 52 61 62 60 73 71 8 74 58 43 66 78 65 
102 68 23 14 67 81 97 76 34 6 40 47 80 98 26 18 63 29 81 44 50 0 49 11 1 70 6 40 93 27 75 38 54 106 19 33 67 9 19 83 82 76 25 67 90 65 97 32 90 55 38 83 94 64 32 57 82 64 81 43 38 68 26 45 67 90 79 94 30 80 86 50 73 49 71 80 76 91 53 68 
65 30 61 36 33 49 95 48 23 47 34 12 32 81 24 32 54 26 42 58 61 49 0 38 51 47 43 11 74 23 81 16 43 70 63 57 40 41 31 58 46 77 25 44 91 62 56 29 83 7 19 55 71 16 23 15 79 49 35 53 21 61 24 31 56 82 31 76 24 42 52 15 25 66 21 44 52 55 21 21 
93 58 29 5 57 73 94 68 24 10 33 37 69 92 15 7 58 19 71 43 49 11 38 0 13 63 5 29 87 16 74 27 48 97 28 34 58 5 7 75 73 74 14 59 88 61 87 24 86 44 28 75 87 53 23 46 79 57 71 41 29 63 15 37 62 86 68 88 20 71 77 39 62 49 59 70 68 82 43 57 
104 69 23 16 68 83 97 77 35 7 41 49 81 99 27 19 65 30 82 45 51 1 51 13 0 71 8 41 95 29 76 39 56 107 19 34 68 11 20 84 83 77 26 68 91 66 99 34 91 56 39 85 95 65 34 58 83 65 83 44 40 69 27 46 68 91 81 95 31 82 88 51 75 49 72 81 77 92 54 69 
36 74 65 58 16 15 52 8 64 65 30 36 43 34 58 56 17 64 24 43 40 70 47 63 71 0 65 44 27 49 45 59 17 37 71 51 7 61 59 13 20 39 56 4 50 27 37 38 38 51 62 13 25 54 41 61 37 11 38 37 35 22 50 25 16 37 43 29 62 23 20 62 42 48 47 19 6 26 67 37 
97 63 25 8 61 76 94 71 29 6 35 41 74 94 20 12 59 24 75 42 48 6 43 5 8 65 0 34 89 21 73 33 50 100 23 32 61 4 13 78 76 73 19 62 88 62 91 27 87 49 33 78 89 58 27 51 80 59 75 40 33 64 19 40 63 87 73 90 25 74 81 44 67 48 64 74 71 85 48 61 
68 38 50 26 33 50 89 47 20 37 25 10 40 78 17 22 48 21 45 49 52 40 11 29 41 44 34 0 72 13 73 15 37 73 52 47 38 31 22 57 48 70 17 41 84 55 60 19 78 17 17 55 69 26 12 24 73 44 42 43 13 55 14 24 51 77 39 73 19 45 54 21 33 56 31 46 50 57 27 28 
37 100 83 83 42 29 35 27 91 88 55 63 64 7 85 81 30 91 42 57 52 93 74 87 95 27 89 72 0 76 41 86 39 34 90 68 34 85 85 16 36 34 83 31 37 33 47 64 22 78 89 21 7 80 67 88 28 30 59 54 62 28 76 51 26 20 65 2 89 42 31 89 65 58 72 37 22 34 95 62 
78 47 39 13 42 58 88 53 18 24 22 20 53 81 10 9 49 16 55 42 46 27 23 16 29 49 21 13 76 0 70 18 37 81 40 37 44 19 11 62 57 68 7 46 83 54 71 13 78 29 19 61 74 38 8 34 72 46 54 37 14 55 2 25 52 78 52 77 15 55 62 28 46 49 44 55 55 66 33 40 
75 110 57 70 60 58 23 52 88 70 48 69 87 41 79 71 29 86 69 31 25 75 81 74 76 45 73 73 41 70 0 86 38 73 64 42 51 70 75 46 64 7 76 46 15 19 81 57 23 87 88 52 48 93 63 96 14 36 83 33 61 23 70 50 30 24 87 41 85 68 63 94 85 27 89 64 45 68 100 79 
81 31 55 27 47 64 103 61 7 38 38 23 48 93 12 23 62 10 58 59 64 38 16 27 39 59 33 15 86 18 86 0 51 86 55 55 52 32 20 71 61 83 14 55 98 69 72 30 92 19 3 69 84 27 23 18 87 59 51 55 26 69 19 38 65 92 47 88 9 57 67 12 41 67 36 59 65 70 16 37 
53 72 48 43 24 31 52 24 54 49 15 31 51 44 47 42 12 53 37 27 25 54 43 48 56 17 50 37 39 37 38 51 0 54 54 34 18 46 46 29 35 34 45 14 48 19 53 25 41 48 53 30 39 54 29 58 37 9 48 21 25 18 38 13 14 41 51 40 52 37 37 57 47 32 51 33 22 42 63 41 
7 89 102 92 40 24 68 30 92 101 67 63 47 38 89 90 52 93 28 79 76 106 70 97 107 37 100 73 34 81 73 86 54 0 108 89 39 97 92 28 25 66 88 40 71 59 20 73 55 71 88 24 26 69 74 80 60 47 41 75 68 53 83 61 49 54 48 35 92 29 19 84 51 84 58 27 33 16 89 51 
106 85 7 28 72 84 86 78 51 17 42 57 90 93 42 32 60 47 86 34 40 19 63 28 19 71 23 52 90 40 64 55 54 108 0 22 69 23 34 82 86 66 40 68 79 58 103 38 82 69 55 84 92 78 42 72 74 62 90 36 46 63 38 48 64 83 89 90 47 86 89 66 84 36 83 84 76 94 70 78 
87 84 16 31 56 65 64 59 54 28 27 48 78 71 44 34 38 51 70 12 18 33 57 34 34 51 32 47 68 37 42 55 34 89 22 0 51 30 38 61 69 44 42 49 58 36 86 28 60 64 56 64 71 72 34 70 51 41 77 14 36 41 36 33 42 60 78 68 50 69 71 65 73 16 74 67 55 76 70 67 
37 66 64 54 9 15 59 9 58 62 28 29 36 41 53 52 22 58 20 44 43 67 40 58 68 7 61 38 34 44 51 52 18 39 69 51 0 58 54 19 17 45 51 5 57 32 35 35 46 43 55 17 31 47 36 53 44 15 32 39 30 28 45 22 21 45 37 36 57 19 20 55 35 50 40 16 13 25 60 29 
93 62 24 5 58 72 91 67 28 6 31 38 71 90 19 9 56 24 72 39 45 9 41 5 11 61 4 31 85 19 70 32 46 97 23 30 58 0 12 74 73 70 17 58 85 58 88 23 83 47 32 74 86 56 23 50 76 55 72 37 29 61 17 36 59 83 70 86 24 71 77 44 64 45 62 70 67 82 47 59 
88 51 35 7 52 68 95 64 17 17 31 31 62 90 8 5 57 13 66 45 51 19 31 7 20 59 13 22 85 11 75 20 46 92 34 38 54 12 0 72 68 74 6 56 89 61 81 21 86 37 20 71 84 45 18 38 79 55 64 42 24 63 9 34 60 86 61 86 13 65 73 32 55 52 52 65 65 77 36 50 
29 84 76 71 26 14 47 11 76 77 43 48 49 23 71 69 24 77 26 52 48 83 58 75 84 13 78 57 16 62 46 71 29 28 82 61 19 74 72 0 21 39 69 17 47 31 35 51 33 62 74 6 12 64 54 72 35 20 43 47 48 25 63 38 20 32 49 18 75 26 17 73 49 55 56 21 7 22 79 45 
21 67 81 68 15 7 68 13 67 77 44 39 28 43 65 66 37 69 6 62 60 82 46 73 83 20 76 48 36 57 64 61 35 25 86 69 17 73 68 21 0 58 64 21 67 47 18 50 54 47 64 15 30 47 50 57 55 31 23 56 44 41 58 38 35 53 29 38 67 6 6 60 31 67 37 3 20 9 65 28 
68 106 59 69 54 51 21 45 86 70 46 65 81 34 77 70 24 84 62 32 26 76 77 74 77 39 73 70 34 68 7 83 34 66 66 44 45 70 74 39 58 0 75 40 15 15 74 55 17 83 86 45 40 88 61 92 8 30 77 33 58 18 68 47 24 18 82 33 83 62 56 90 80 30 84 57 38 61 96 74 
84 45 40 13 48 65 95 60 13 23 30 26 56 89 3 9 56 10 61 48 53 25 25 14 26 56 19 17 83 7 76 14 45 88 40 42 51 17 6 69 64 75 0 53 90 61 77 21 85 30 15 68 82 39 16 32 80 54 58 44 21 62 7 32 59 85 55 84 9 61 69 26 50 55 46 61 63 73 30 45 
39 71 62 54 14 17 54 10 60 62 27 33 42 37 55 52 17 60 24 41 38 67 44 59 68 4 62 41 31 46 46 55 14 40 68 49 5 58 56 17 21 40 53 0 51 27 39 35 41 48 58 17 29 51 37 58 39 10 38 35 32 22 47 22 16 40 42 32 59 24 22 58 40 46 45 20 10 28 64 35 
74 120 72 84 66 60 7 55 101 85 61 79 93 34 92 85 37 99 72 46 40 90 91 88 91 50 88 84 37 83 15 98 48 71 79 58 57 85 89 47 67 15 90 51 0 29 82 69 15 97 101 53 44 102 75 106 12 43 88 47 72 31 83 61 36 17 93 36 98 72 64 105 92 43 97 67 47 68 111 86 
60 91 52 57 40 41 34 34 72 59 32 50 68 35 63 57 10 70 50 24 19 65 62 61 66 27 62 55 33 54 19 69 19 59 58 36 32 58 61 31 47 15 61 27 29 0 64 41 25 68 71 36 37 74 46 77 18 17 64 22 43 6 54 32 11 25 68 33 69 50 46 76 66 25 70 46 28 51 82 60 
13 70 98 83 31 23 81 30 78 93 61 51 28 53 77 80 54 80 16 79 77 97 56 87 99 37 91 60 47 71 81 72 53 20 103 86 35 88 81 35 18 74 77 39 82 64 0 65 67 55 74 29 39 52 65 63 70 48 22 73 59 58 72 54 52 66 29 49 79 17 18 68 33 85 41 19 36 13 72 35 
70 57 35 19 35 49 75 44 31 28 9 20 52 69 23 18 36 30 49 30 34 32 29 24 34 38 27 19 64 13 57 30 25 73 38 28 35 23 21 51 50 55 21 35 69 41 65 0 65 36 32 51 63 44 7 42 59 34 52 25 8 42 13 13 39 65 52 65 29 48 54 39 46 38 46 47 44 59 44 40 
59 111 76 82 54 46 14 42 96 84 56 71 80 18 88 82 30 94 59 48 42 90 83 86 91 38 87 78 22 78 23 92 41 55 82 60 46 83 86 33 54 17 85 41 15 25 67 65 0 88 95 39 29 92 70 97 9 34 75 47 66 23 78 54 27 1 81 20 93 59 50 97 80 47 86 54 35 54 103 75 
65 24 68 42 36 52 100 51 26 53 40 18 29 85 29 38 59 29 43 65 68 55 7 44 56 51 49 17 78 29 87 19 48 71 69 64 43 47 37 62 47 83 30 48 97 68 55 36 88 0 21 58 74 9 30 10 85 54 33 59 28 66 31 37 61 87 28 79 28 42 54 13 22 73 17 45 56 56 18 20 
83 30 55 27 50 67 105 64 5 38 40 26 50 95 13 24 65 9 61 61 66 38 19 28 39 62 33 17 89 19 88 3 53 88 55 56 55 32 20 74 64 86 15 58 101 71 74 32 95 21 0 72 87 29 25 19 90 61 54 57 29 71 20 40 68 94 49 90 8 60 70 12 43 69 38 61 68 73 15 40 
24 79 78 71 22 8 53 8 74 78 44 45 43 28 70 68 28 75 20 55 52 83 55 75 85 13 78 55 21 61 52 69 30 24 84 64 17 74 71 6 15 45 68 17 53 36 29 51 39 58 72 0 16 59 53 68 41 23 37 50 47 30 62 38 25 38 44 23 73 20 11 70 44 59 51 16 9 16 75 41 
30 95 86 82 38 23 42 23 89 89 54 60 58 14 83 81 32 89 35 60 55 94 71 87 95 25 89 69 7 74 48 84 39 26 92 71 31 86 84 12 30 40 82 29 44 37 39 63 29 74 87 16 0 75 66 84 34 30 53 56 61 31 75 50 28 28 59 9 88 36 24 85 60 62 67 31 19 27 91 57 
63 20 77 51 38 52 105 53 34 62 48 25 24 87 38 47 65 38 42 73 75 64 16 53 65 54 58 26 80 38 93 27 54 69 78 72 47 56 45 64 47 88 39 51 102 74 52 44 92 9 29 59 75 0 38 12 90 59 29 67 36 71 40 44 66 91 23 82 36 42 54 18 18 80 11 45 59 55 21 19 
70 50 39 19 35 50 80 45 26 29 15 16 49 73 18 16 41 24 49 37 41 32 23 23 34 41 27 12 67 8 63 23 29 74 42 34 36 23 18 54 50 61 16 37 75 46 65 7 70 30 25 53 66 38 0 36 65 38 49 32 6 47 9 16 44 70 48 68 23 48 55 32 42 44 41 47 47 59 38 36 
74 15 72 45 46 61 110 61 24 56 48 27 36 94 31 41 69 28 52 72 76 57 15 46 58 61 51 24 88 34 96 18 58 80 72 70 53 50 38 72 57 92 32 58 106 77 63 42 97 10 19 68 84 12 36 0 94 64 41 67 36 75 35 46 71 97 35 89 27 52 63 7 30 80 23 55 66 65 9 29 
63 108 67 75 53 48 16 43 90 77 50 67 80 26 82 75 25 89 60 40 33 82 79 79 83 37 80 73 28 72 14 87 37 60 74 51 44 76 79 35 55 8 80 39 12 18 70 59 9 85 90 41 34 90 65 94 0 31 76 39 61 19 72 50 24 10 81 27 88 60 52 93 79 38 84 55 35 57 99 74 
47 78 56 53 24 26 46 19 63 58 25 37 51 35 56 51 7 62 34 32 29 64 49 57 65 11 59 44 30 46 36 59 9 47 62 41 15 55 55 20 31 30 54 10 43 17 48 34 34 54 61 23 30 59 38 64 31 0 48 27 33 13 47 22 7 33 52 31 61 34 31 63 49 37 54 30 14 37 69 43 
34 48 87 67 24 30 89 33 58 78 50 34 6 66 59 63 54 61 17 73 73 81 35 71 83 38 75 42 59 54 83 51 48 41 90 77 32 72 64 43 23 77 58 38 88 64 22 52 75 33 54 37 53 29 49 41 76 48 0 67 44 60 56 44 54 74 7 61 59 17 28 46 11 80 18 22 41 27 50 14 
74 82 30 37 44 52 54 45 56 37 19 42 69 57 46 38 24 53 58 6 9 43 53 41 44 37 40 43 54 37 33 55 21 75 36 14 39 37 42 47 56 33 44 35 47 22 73 25 47 59 57 50 56 67 32 67 39 27 67 0 31 26 37 24 28 48 69 54 53 57 58 64 65 13 67 54 41 63 69 58 
64 51 43 25 29 44 77 39 30 34 12 12 44 68 23 22 36 29 43 37 40 38 21 29 40 35 33 13 62 14 61 26 25 68 46 36 30 29 24 48 44 58 21 32 72 43 59 8 66 28 29 47 61 36 6 36 61 33 44 31 0 43 15 12 39 66 43 63 28 42 49 33 38 44 38 41 41 53 39 32 
54 90 56 59 36 35 34 29 72 62 32 49 64 31 64 58 7 71 45 29 24 68 61 63 69 22 64 55 28 55 23 69 18 53 63 41 28 61 63 25 41 18 62 22 31 6 58 42 23 66 71 30 31 71 47 75 19 13 60 26 43 0 55 31 6 23 64 28 70 45 40 75 62 31 66 41 22 45 81 56 
79 49 37 12 43 59 88 54 19 23 23 22 54 82 9 8 49 16 57 41 46 26 24 15 27 50 19 14 76 2 70 19 38 83 38 36 45 17 9 63 58 68 7 47 83 54 72 13 78 31 20 62 75 40 9 35 72 47 56 37 15 55 0 25 52 78 53 77 15 56 63 30 47 49 45 56 56 68 34 42 
